UserId,Balance,Payday,Rob,Roulette,Work,CC,PR,Donator
666533981382246421,37524,1621309054.0105655,1620702436.113625,0.0,1621309046.2163022,0,0,0
790866307100442624,3000,1620316973.099869,0.0,0.0,0.0,0,0,0
713391661295861771,2300,1620318835.4493003,1620318856.0682511,0.0,0.0,0,0,0
828903857810964520,5000,1621241036.4441717,0.0,0.0,0.0,0,0,0
